"monstertable.a","monstertable.company","monstertable.c","monstertable.location","monstertable.e","monstertable.f","monstertable.g","monstertable.h","monstertable.i","monstertable.j","monstertable.k","monstertable.u","monstertable.l","monstertable.m","monstertable.n","monstertable.t","monstertable.s","monstertable.r","monstertable.q","monstertable.p","monstertable.o"
"","Name","Krish Infrastructure Private Limited","Locations","Gurgaon","Nationality","India","Experience","5 - 7 years","Keywords / Skills","CA, Chartered Accountant,","Education","CA, M.Com Function Finance & Accounts","Role","� Cost Accountant / ICWA � Chartered Accountant (CPA) � Finance Manager Industry � Construction � Real Estate","Posted On","21st Mar 2015","","","",""
"","Name","KritiKal SecureScan Private Limited","Locations","Delhi, Noida","Nationality","India","Experience","1 - 4 years","Keywords / Skills","Must have knowledge and experience in storekeeping, Knowledge in basic bookkeeping, Must be keen to details, Must have strong built to carry supplies","Education","Any graduate Function Purchase/ Logistics/ Supply Chain","Role","Store Keeper/ Warehouse Assistant Industry IT/ Computers - Software","Posted On","23rd Apr 2015","","","",""
"","Name","KritiKal SecureScan Private Limited","Locations","Delhi, Noida","Nationality","India","Experience","2 - 5 years","Keywords / Skills","""System analyst"", ""System admin"", ""network administrator"", ""Linux"", ""Linux system installation""","Education","BCA, B.E/B.Tech, B.Sc, MCA, M.Sc Stream � Computers � Computers � Computers � Computers � Computers Function IT","Role","� System Analyst/ Tech Architect � System Administrator � Network Administrator Industry IT/ Computers - Software","Posted On","23rd Apr 2015","","","",""
"","Name","KritiKal SecureScan Private Limited","Locations","Bengaluru / Bangalore, Pune","Nationality","India","Experience","0 - 5 years Keywords / Skills","Experience","in installation of electronic security system like UVSS, CCTV, Access control system, ""biometric, fire alarm, BMS, luggage scanning system., knowledge of soldering & wiring, ready to travel","Education","Diploma, Other Stream � Electrical engineering � Electronics/Telecommunications Function IT","Role","Other Roles Industry IT/ Computers - Hardware","Posted On","23rd Apr 2015","","","",""
"","Name","Krivi Placement Services","Locations","Chennai","Experience","2 - 5 years","Keywords / Skills","Sales, fmcg","Education","Any graduate Function Sales/ Business Development","Role","� Sales Trainee/ Management Trainee � Sales Exec/ Sales Representative Industry � FMCG � Retailing","Posted On","2nd May 2015","","","","","",""
"","Name","Krivi Placement Services","Locations","Chennai","Experience","1 - 4 years","Keywords / Skills","""process Analyst, client interaction"" Function Customer Service/ Call Centre/ BPO","Role","� Process/ Work Flow Analyst � Quality Assurance Executive Industry ITES/BPO","Posted On","7th Apr 2015","","","","","","","",""
"","Name","Krivi Placement Services","Locations","Chennai","Experience","0 - 0 years","Keywords / Skills","Sales, Marketing","Education","MBA Stream Marketing Function Sales/ Business Development","Role","Fresher Industry Any","Posted On","23rd Mar 2015","","","","","",""
"","Name","KRM Global","Locations","Noida","Nationality","India","Experience","2 - 7 years","Keywords / Skills","HTML, Coral draw, CSS, Internet, JQuery, IT, Software, Photoshop, Dreamweaver, JavaScript Function � IT � Purchase/ Logistics/ Supply Chain","Role","� Other Purchase/ Supply Chain � Other Software/Hardware/EDP Industry IT/ Computers - Software","Posted On","3rd May 2015","Job Ref code","020515001240","","","",""
"","Name","KRM Global","Locations","Noida","Experience","2 - 6 years","Keywords / Skills","HTML, CSS, Javascript, query , API, ""Adobe Photoshop"", Photoshop, ""Photo shop"", ""Dream weaver"", ""Dreamweaver"", ""Coral draw"", ""Corel Draw""","Education","BCA, B.E/B.Tech, MCA, M.E/M.Tech/MS Function IT","Role","Software Engineer/ Programmer Industry Dotcom","Posted On","29th Apr 2015","","","","","",""
"","Name","KRM Global","Locations","Hyderabad / Secunderabad, Chennai","Nationality","India","Experience","0 - 10 years","Keywords / Skills","HVAC Product Sales -area Manager - VAM Function Sales/ Business Development","Role","� Regional Sales Manager � Area/ Territory Sales Manager � Channel Sales Manager � National Sales Manager Industry Retailing","Posted On","29th Apr 2015","Job Ref code","280415000524","","","",""
"","Name","KRM Global","Locations","Mumbai","Nationality","India","Experience","0 - 10 years","Keywords / Skills","Head Chiller Sales Function Sales/ Business Development","Role","Other Sales Industry Retailing","Posted On","29th Apr 2015","Job Ref code","280415000629","","","",""
"","Name","KRM Global","Locations","Noida","Nationality","India","Experience","3 - 8 years","Keywords / Skills","Software, UI, Ui, IT Function IT","Role","Other Software/Hardware/EDP Industry IT/ Computers - Software","Posted On","29th Apr 2015","Job Ref code","240415003078","","","",""
"","Name","KRM Global","Locations","Noida","Nationality","India","Experience","0 - 10 years","Keywords / Skills","HTML, data structures, CSS, JQuery, IT, DOJO, JS, Software, UI, Javascript Function IT","Role","Other Software/Hardware/EDP Industry IT/ Computers - Software","Posted On","28th Apr 2015","Job Ref code","270415000315","","","",""
"","Name","KRM Global","Locations","Noida","Nationality","India","Experience","0 - 10 years","Keywords / Skills","Server, Software, UI, C++, C, IT Function IT","Role","Other Software/Hardware/EDP Industry � IT/ Computers - Software � Engineering, Procurement, Construction","Posted On","28th Apr 2015","Job Ref code","270415000324","","","",""
"","Name","KRM Global","Locations","Noida","Nationality","India","Experience","0 - 10 years","Keywords / Skills","Server, CSS, JS, SQL Server, Java, Jquery, SQL, JAVA, Spring, Hibernate, JBOSS, MySQL, Struts, Oracle, IT, database, Software Function IT","Role","Other Software/Hardware/EDP Industry IT/ Computers - Software","Posted On","28th Apr 2015","Job Ref code","270415000291","","","",""
"","Name","KRM Global","Locations","Delhi, Gurgaon","Nationality","India","Experience","1 - 2 years","Keywords / Skills","Software, MIS, IT","Education","Other Stream Other Function � IT � Finance & Accounts","Role","� Other Software/Hardware/EDP � Other Finance & Accounts Industry � IT/ Computers - Software � Education","Posted On","28th Apr 2015","Job Ref code","270415001456","",""
"","Name","KRM Global","Locations","Chennai","Nationality","India","Experience","6 - 10 years","Keywords / Skills","HVAC Product Sales - Manager - Chiller Sales Function Sales/ Business Development","Role","Other Sales Industry Retailing","Posted On","28th Apr 2015","Job Ref code","270415003571","","","",""
"","Name","KRM Global","Locations","Mumbai","Nationality","India","Experience","0 - 10 years","Keywords / Skills","Software, IT Function � IT � Sales/ Business Development","Role","� Other Software/Hardware/EDP � Other Sales Industry � IT/ Computers - Software � Retailing","Posted On","28th Apr 2015","Job Ref code","270415000183","","","",""
"","Name","KRM Global","Locations","Mumbai, Pune","Nationality","India","Experience","2 - 5 years","Keywords / Skills","Software, IT","Education","B.E/B.Tech Function � IT � Purchase/ Logistics/ Supply Chain","Role","� Other Purchase/ Supply Chain � Other Software/Hardware/EDP Industry � IT/ Computers - Software � Banking/ Financial Services","Posted On","28th Apr 2015","Job Ref code","270415002407","",""
"","Name","KRM Global","Locations","Gurgaon","Nationality","India","Experience","7 - 12 years","Keywords / Skills","Procurement Manager - Facilities Management Function � Purchase/ Logistics/ Supply Chain � Admin/Secretarial","Role","� Purchase Manager � Transportation/ Shipping Supervisor � Vendor Development Manager Industry � Engineering, Procurement, Construction � Real Estate","Posted On","28th Apr 2015","Job Ref code","270415001501","","","",""
"","Name","KRM Global","Locations","Mumbai, Delhi","Nationality","India","Experience","4 - 7 years","Keywords / Skills","Zonal Manager-govt Project","Education","B.E/B.Tech, Other Stream Other Function � IT � Sales/ Business Development","Role","� Other Software/Hardware/EDP � Other Sales Industry � Government/ PSU/ Defence � Retailing","Posted On","28th Apr 2015","Job Ref code","270415005820","",""
"","Name","KRM Global","Locations","Pune","Nationality","India","Experience","2 - 3 years","Keywords / Skills","Excel, Software, IT","Education","M.E/M.Tech/MS Function � IT � Customer Service/ Call Centre/ BPO","Role","� Customer Service Executive (Voice) � Customer Service Executive (Non-voice) Industry � IT/ Computers - Software � ITES/BPO","Posted On","28th Apr 2015","Job Ref code","270415001490","",""
"","Name","KRM Global","Locations","Chennai","Nationality","India","Experience","3 - 8 years","Keywords / Skills","Software, IT Function � IT � Sales/ Business Development","Role","Sales Exec/ Sales Representative Industry � IT/ Computers - Software � Retailing","Posted On","28th Apr 2015","Job Ref code","270415000210","","","",""
"","Name","KRM Global","Locations","Noida","Nationality","India","Experience","2 - 12 years","Keywords / Skills","testing, SDK, parsing, Eclipse, XML, IT, Software, Android, JSON, Web Services, Java","Education","B.E/B.Tech Stream Energy Function IT","Role","Software Engineer/ Programmer Industry � IT/ Computers - Software � Engineering, Procurement, Construction","Posted On","28th Apr 2015","Job Ref code","270415000298","",""
"","Name","KRM Global","Locations","Hyderabad / Secunderabad, Chennai","Nationality","India","Experience","0 - 10 years","Keywords / Skills","Wealth Manager Function � Finance & Accounts � Sales/ Business Development","Role","� Key Accounts Manager � Manager - Financial Planning / Budgeting Industry Banking/ Financial Services","Posted On","28th Apr 2015","Job Ref code","270415000282","","","",""
"","Name","KRM Global","Locations","Chennai","Nationality","India","Experience","10 - 20 years","Keywords / Skills","Software, IT","Education","Other Stream Other Function � IT � Sales/ Business Development","Role","� Other Software/Hardware/EDP � Other Sales Industry � IT/ Computers - Software � Retailing","Posted On","28th Apr 2015","Job Ref code","270415000200","",""
"","Name","KRM Global","Locations","Hyderabad / Secunderabad, Chennai","Nationality","India","Experience","6 - 8 years","Keywords / Skills","Software, IT Function � IT � Sales/ Business Development","Role","� Regional Sales Manager � Area/ Territor","","","","","","","",""
"","Name","Labh Software Pvt Ltd","Locations","Mumbai","Experience","1 - 3 years","Keywords / Skills","Sales, ""business development"", ""Marketing Executive"", ""Field Sales"", ""Sales Manager"", BDE, BDM, ""Sales & Marketing"", ""Corporate Sales"", ""Corporate Marketing"", ""sales executive"", ""sales manager"", ""relationship manager"", ""marketing manager"", ""sales executive""","Education","Any graduate, MBA Function Sales/ Business Development","Role","� Sales Exec/ Sales Representative � Business Development Manager � Business Development Executive � Sales Promotion Manager Industry � IT/ Computers - Hardware � IT/ Computers - Software Salary 1.20 - 3.00 lacs","Posted On","7th Apr 2015","Job Ref code","BDE","","","",""
"","Name","Labh Software Pvt Ltd","Locations","Mumbai","Experience","1 - 4 years","Keywords / Skills","sales, telecalling, ""inside sales"", ""Business Development"", ""Tele - Sales"", ""Telecom Marketing"", ""back office sales""","Education","B.Com, MBA Function � Marketing & Communications � Sales/ Business Development","Role","� Telesales/ Telemarketing Executive � Marketing Executive � Marketing Manager � Social Media Executive Industry � IT/ Computers - Hardware � IT/ Computers - Software Salary 1.20 - 2.20 lacs","Posted On","7th Apr 2015","Job Ref code","BOSA","","","",""
"","Name","Labh Software Pvt Ltd","Locations","Mumbai","Experience","0 - 3 years","Keywords / Skills","""Tele - Marketing"", ""Tele - Calling"", ""telephone support"", ""Customer support"", ""Customer Relationship Management"", ""Customer Servicing"", ""Email Marketing"", ""back office"", ""back office operations"", ""inside support"", ""customer service"", ""tele-calling"",","Education","B.Com, MBA, M.Com Function � Customer Service/ Call Centre/ BPO � Marketing & Communications","Role","� Technical Support Representative (Non- voice) � Customer Service Executive (Voice) � Telesales Executive � Telemarketing Executive Industry IT/ Computers - Software Salary 0.90 - 1.80 lacs","Posted On","7th Apr 2015","Job Ref code","BOSE","","","",""
"","Name","Ladder Solutions","Locations","Chennai","Experience","8 - 15 years","Keywords / Skills","Branch manager, insurance Function � Sales/ Business Development � Banking, Insurance & Financial Services","Role","� Channel Sales Manager � Key Accounts Manager � Business Development Manager � Branch Manager Industry Insurance","Posted On","23rd Apr 2015","","","","","","","",""
"","Name","Ladder Solutions","Locations","Chennai","Experience","12 - 20 years","Keywords / Skills","Direct marketing, insurance Function � Sales/ Business Development � Banking, Insurance & Financial Services","Role","� Regional Sales Manager � Area/ Territory Sales Manager Industry Insurance","Posted On","23rd Apr 2015","","","","","","","",""
"","Name","Lamzing Technlogies Pvt. Ltd","Locations","Mumbai, Mumbai City","Experience","7 - 10 years","Keywords / Skills","PHP, HTML5, CSS3, JavaScript, XML, AJAX and Bootstrap, Jenkins, Grunt","Education","B.E/B.Tech, MCA, M.E/M.Tech/MS Stream � Computers � Computers Function IT","Role","Team Leader/ Technical Leader Industry IT/ Computers - Software Salary 8.00 - 12.00 lacs","Posted On","15th Apr 2015","Job Ref code","LT0001","","","",""
"","Name","Landmark Automobiles Private Limited","Locations","Surat","Nationality","India (Candidates authorized to work in the above mention countries are also eligible to apply)","Experience","1 - 5 years","Keywords / Skills","Good telephone etiquette and persuasive in nature, gould be alert and receptive,","Education","Any graduate Function � Customer Service/ Call Centre/ BPO � Marketing & Communications","Role","� Technical Support Executive ( voice) � Customer Service Executive (Voice) � Telesales Executive � Telemarketing Executive Industry � Automotive/ Ancillaries �","Education","� Entertainment/ Media/ Publishing � Insurance � Telecom � Advertising/PR/Events � Consumer Electronics/Appliances Salary 1.60 - 2.50 lacs","Posted On","29th Apr 2015","Job Ref code","CRM_HONDA_Surat"
